championName,championId,Win,Lose,vs아트록스(승),vs아트록스(패),vs아리(승),vs아리(패),vs아칼리(승),vs아칼리(패),vs아크샨(승),vs아크샨(패),vs알리스타(승),vs알리스타(패),vs아무무(승),vs아무무(패),vs애니비아(승),vs애니비아(패),vs애니(승),vs애니(패),vs아펠리오스(승),vs아펠리오스(패),vs애쉬(승),vs애쉬(패),vs아우렐리온 솔(승),vs아우렐리온 솔(패),vs아지르(승),vs아지르(패),vs바드(승),vs바드(패),vs벨베스(승),vs벨베스(패),vs블리츠크랭크(승),vs블리츠크랭크(패),vs브랜드(승),vs브랜드(패),vs브라움(승),vs브라움(패),vs케이틀린(승),vs케이틀린(패),vs카밀(승),vs카밀(패),vs카시오페아(승),vs카시오페아(패),vs초가스(승),vs초가스(패),vs코르키(승),vs코르키(패),vs다리우스(승),vs다리우스(패),vs다이애나(승),vs다이애나(패),vs드레이븐(승),vs드레이븐(패),vs문도 박사(승),vs문도 박사(패),vs에코(승),vs에코(패),vs엘리스(승),vs엘리스(패),vs이블린(승),vs이블린(패),vs이즈리얼(승),vs이즈리얼(패),vs피들스틱(승),vs피들스틱(패),vs피오라(승),vs피오라(패),vs피즈(승),vs피즈(패),vs갈리오(승),vs갈리오(패),vs갱플랭크(승),vs갱플랭크(패),vs가렌(승),vs가렌(패),vs나르(승),vs나르(패),vs그라가스(승),vs그라가스(패),vs그레이브즈(승),vs그레이브즈(패),vs그웬(승),vs그웬(패),vs헤카림(승),vs헤카림(패),vs하이머딩거(승),vs하이머딩거(패),vs일라오이(승),vs일라오이(패),vs이렐리아(승),vs이렐리아(패),vs아이번(승),vs아이번(패),vs잔나(승),vs잔나(패),vs자르반 4세(승),vs자르반 4세(패),vs잭스(승),vs잭스(패),vs제이스(승),vs제이스(패),vs진(승),vs진(패),vs징크스(승),vs징크스(패),vs카이사(승),vs카이사(패),vs칼리스타(승),vs칼리스타(패),vs카르마(승),vs카르마(패),vs카서스(승),vs카서스(패),vs카사딘(승),vs카사딘(패),vs카타리나(승),vs카타리나(패),vs케일(승),vs케일(패),vs케인(승),vs케인(패),vs케넨(승),vs케넨(패),vs카직스(승),vs카직스(패),vs킨드레드(승),vs킨드레드(패),vs클레드(승),vs클레드(패),vs코그모(승),vs코그모(패),vs르블랑(승),vs르블랑(패),vs리 신(승),vs리 신(패),vs레오나(승),vs레오나(패),vs릴리아(승),vs릴리아(패),vs리산드라(승),vs리산드라(패),vs루시안(승),vs루시안(패),vs룰루(승),vs룰루(패),vs럭스(승),vs럭스(패),vs말파이트(승),vs말파이트(패),vs말자하(승),vs말자하(패),vs마오카이(승),vs마오카이(패),vs마스터 이(승),vs마스터 이(패),vs미스포츈(승),vs미스포츈(패),vs오공(승),vs오공(패),vs모데카이저(승),vs모데카이저(패),vs모르가나(승),vs모르가나(패),vs나미(승),vs나미(패),vs나서스(승),vs나서스(패),vs노틸러스(승),vs노틸러스(패),vs니코(승),vs니코(패),vs니달리(승),vs니달리(패),vs닐라(승),vs닐라(패),vs녹턴(승),vs녹턴(패),vs누누와 윌럼프(승),vs누누와 윌럼프(패),vs올라프(승),vs올라프(패),vs오리아나(승),vs오리아나(패),vs오른(승),vs오른(패),vs판테온(승),vs판테온(패),vs뽀삐(승),vs뽀삐(패),vs파이크(승),vs파이크(패),vs키아나(승),vs키아나(패),vs퀸(승),vs퀸(패),vs라칸(승),vs라칸(패),vs람머스(승),vs람머스(패),vs렉사이(승),vs렉사이(패),vs렐(승),vs렐(패),vs레타나 글라스크(승),vs레타나 글라스크(패),vs레넥톤(승),vs레넥톤(패),vs렝가(승),vs렝가(패),vs리븐(승),vs리븐(패),vs럼블(승),vs럼블(패),vs라이즈(승),vs라이즈(패),vs사미라(승),vs사미라(패),vs세주아니(승),vs세주아니(패),vs세나(승),vs세나(패),vs세라핀(승),vs세라핀(패),vs세트(승),vs세트(패),vs샤코(승),vs샤코(패),vs쉔(승),vs쉔(패),vs쉬바나(승),vs쉬바나(패),vs신지드(승),vs신지드(패),vs사이온(승),vs사이온(패),vs시비르(승),vs시비르(패),vs스카너(승),vs스카너(패),vs소나(승),vs소나(패),vs소라카(승),vs소라카(패),vs스웨인(승),vs스웨인(패),vs사일러스(승),vs사일러스(패),vs신드라(승),vs신드라(패),vs탐 켄치(승),vs탐 켄치(패),vs탈리야(승),vs탈리야(패),vs탈론(승),vs탈론(패),vs타릭(승),vs타릭(패),vs티모(승),vs티모(패),vs쓰레쉬(승),vs쓰레쉬(패),vs트리스타나(승),vs트리스타나(패),vs트런들(승),vs트런들(패),vs트린다미어(승),vs트린다미어(패),vs트위스티드 페이트(승),vs트위스티드 페이트(패),vs트위치(승),vs트위치(패),vs우디르(승),vs우디르(패),vs우르곳(승),vs우르곳(패),vs바루스(승),vs바루스(패),vs베인(승),vs베인(패),vs베이가(승),vs베이가(패),vs벨코즈(승),vs벨코즈(패),vs벡스(승),vs벡스(패),vs바이(승),vs바이(패),vs비에고(승),vs비에고(패),vs빅토르(승),vs빅토르(패),vs블라디미르(승),vs블라디미르(패),vs볼리베어(승),vs볼리베어(패),vs워윅(승),vs워윅(패),vs자야(승),vs자야(패),vs제라스(승),vs제라스(패),vs신 짜오(승),vs신 짜오(패),vs야스오(승),vs야스오(패),vs요네(승),vs요네(패),vs요릭(승),vs요릭(패),vs유미(승),vs유미(패),vs자크(승),vs자크(패),vs제드(승),vs제드(패),vs제리(승),vs제리(패),vs직스(승),vs직스(패),vs질리언(승),vs질리언(패),vs조이(승),vs조이(패),vs자이라(승),vs자이라(패)
모데카이저,82,34,40,3,7,0,1,1,1,3,0,2,2,2,2,0,0,0,0,1,3,3,1,0,0,1,4,0,1,0,0,4,2,0,0,1,2,2,2,0,5,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,1,0,5,3,1,2,0,0,0,0,2,3,2,0,2,0,0,0,2,1,2,6,0,0,2,1,0,1,0,0,2,3,1,0,0,1,0,0,0,0,0,1,3,0,0,2,7,5,1,2,2,3,1,3,0,0,1,2,0,1,1,0,1,1,0,2,0,3,1,1,0,1,1,0,1,6,1,2,0,1,0,0,3,2,1,4,1,1,1,0,0,0,6,10,0,0,1,0,0,0,-1,-1,0,0,1,1,0,1,6,1,0,0,4,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,2,1,1,4,0,0,2,2,2,1,1,0,0,5,1,2,2,1,3,0,0,2,1,1,1,0,3,5,6,3,0,0,0,0,7,6,0,1,3,1,0,0,0,1,0,1,0,3,1,0,0,0,0,1,2,1,0,0,1,0,0,0,5,4,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,3,0,0,0,0,0,0,2,3,2,0,5,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,4,3,1,1,0,1,1,2,3,2,2,1,0,0,1,1,0,0,1,1,0,0
모르가나,25,59,67,5,7,1,1,4,8,2,0,3,4,7,5,1,0,0,0,3,3,2,4,0,0,0,5,2,1,1,1,3,9,0,1,0,0,1,2,4,3,1,1,0,2,0,0,2,0,1,2,0,2,0,0,2,3,3,2,0,0,9,6,0,0,6,0,0,0,6,2,0,2,2,0,0,1,4,3,5,8,0,0,2,5,0,1,0,0,4,6,1,0,0,0,2,0,0,2,0,3,3,7,1,1,16,16,4,2,3,8,3,3,0,0,2,0,0,0,0,2,4,2,1,1,5,6,0,0,0,0,1,3,6,5,3,3,0,1,1,0,2,0,5,1,2,1,0,0,1,1,10,10,0,0,7,5,0,1,0,0,-1,-1,0,0,1,1,9,6,0,0,6,9,1,0,0,0,1,2,0,2,0,0,1,2,0,2,0,3,2,2,2,1,1,1,1,1,1,0,2,1,4,4,3,1,6,2,1,1,2,4,1,3,1,0,1,3,4,5,2,2,0,2,6,7,0,2,0,4,0,0,1,3,0,0,1,1,0,1,0,0,0,1,3,0,7,6,1,7,0,0,6,3,0,1,1,1,0,0,3,4,1,3,1,0,1,0,1,0,0,0,1,2,0,3,3,3,0,1,1,1,0,0,4,1,0,4,3,3,4,7,2,0,0,0,1,0,1,2,1,0,0,0,4,5,6,5,0,1,1,0,2,3,2,2,0,0,0,1,0,0,4,3,0,0
나미,267,22,16,1,4,2,0,1,0,1,0,0,1,3,2,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,3,2,3,1,0,0,0,1,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,2,0,0,1,2,0,0,2,2,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,2,0,0,2,0,0,0,3,2,0,0,1,1,0,0,0,1,4,1,1,2,0,0,1,0,2,1,1,0,3,0,0,0,1,1,0,0,-1,-1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,3,1,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,2,2,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,2,0,2,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0
나서스,75,22,34,2,4,0,0,3,3,0,1,0,2,1,4,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,1,3,0,1,0,0,3,2,1,0,1,1,0,0,0,0,1,1,0,3,0,4,0,2,1,0,0,0,0,0,1,4,0,1,2,1,1,0,0,2,2,3,0,0,0,1,0,2,2,3,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,3,2,7,5,1,1,0,2,2,1,1,0,1,0,0,0,1,1,0,2,1,0,5,3,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,1,2,1,2,1,0,0,0,0,3,6,1,0,0,3,0,0,1,0,1,1,0,0,-1,-1,1,5,0,0,0,2,1,0,0,1,1,1,0,1,2,1,1,2,0,2,1,1,0,3,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,3,2,0,0,1,3,0,0,0,0,0,0,1,2,2,2,2,6,0,0,0,3,0,3,0,2,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,6,1,3,0,4,1,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,2,1,0,1,3,0,0,0,0,1,0,0,1,2,1,0
노틸러스,111,541,547,96,92,6,6,44,40,22,11,32,31,27,20,3,2,1,2,46,50,26,15,0,0,20,19,20,21,18,16,22,22,1,2,30,26,60,55,35,16,9,2,2,2,1,2,7,4,10,7,16,17,6,3,10,12,13,13,1,4,64,50,6,7,28,31,3,3,24,27,18,28,3,1,13,15,35,22,79,72,4,5,32,36,9,9,5,2,31,32,1,1,0,3,4,1,27,28,5,5,22,16,15,20,73,79,32,31,36,28,18,26,3,3,15,15,2,0,5,6,14,26,7,14,32,49,3,6,2,2,14,13,63,50,33,47,12,10,1,3,9,4,36,31,17,12,2,3,1,1,53,43,7,7,41,44,3,1,1,6,6,9,2,1,5,1,-1,-1,2,4,44,60,6,12,1,4,9,11,9,13,9,12,22,15,8,6,11,16,35,32,20,20,5,6,20,16,6,8,13,9,22,26,24,28,38,34,16,11,5,5,28,29,12,10,25,30,21,32,7,2,4,4,44,45,12,9,6,16,1,1,2,4,7,3,17,22,1,1,0,0,8,8,6,6,74,73,27,20,8,4,44,34,16,15,8,15,3,2,45,68,24,22,3,3,3,11,8,7,7,8,15,12,1,1,25,45,7,8,1,2,5,3,11,14,13,13,32,47,40,33,17,14,2,1,2,1,10,15,5,4,5,4,15,18,44,52,1,4,19,19,9,11,19,12,7,4,3,2,4,1,34,42,3,4
니코,518,35,32,7,8,2,0,1,2,2,4,1,0,2,2,0,0,0,0,4,0,1,1,0,0,2,0,2,0,0,2,1,1,0,0,0,1,2,3,1,1,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,4,1,0,0,0,1,4,3,0,1,1,0,0,0,2,1,1,0,1,3,1,2,1,4,1,1,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,4,2,0,1,6,5,2,1,4,2,0,1,2,0,1,0,0,0,0,1,0,2,0,2,2,1,0,1,0,0,0,0,3,3,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,4,2,-1,-1,5,3,2,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,1,2,5,0,0,0,1,1,0,1,1,0,3,2,3,0,2,1,0,0,0,1,4,1,1,0,1,2,0,0,0,0,0,0,1,3,0,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,3,3,6,2,1,1,0,1,1,1,3,1,0,0,0,3,4,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2,4,0,3,1,0,0,0,0,2,0,1,4,2,0,6,1,1,1,0,1,0,0,2,0,1,0,0,4,2,6,3,0,0,3,1,2,1,1,1,0,0,0,0,0,2,4,1,0,0
니달리,76,533,519,86,87,7,6,36,40,18,13,24,27,30,29,4,2,0,1,53,43,26,22,0,0,28,17,15,23,20,19,23,27,1,3,9,6,49,56,30,17,12,6,2,5,1,2,8,3,13,20,22,20,9,6,20,13,9,13,2,0,44,49,7,11,23,29,4,4,24,22,21,23,4,1,14,14,28,15,117,95,4,7,20,29,10,6,7,4,18,25,3,4,3,5,4,7,19,25,6,7,22,27,19,15,104,94,28,18,28,32,14,11,4,4,15,17,0,2,10,10,19,18,6,6,31,34,6,5,3,1,20,15,87,58,16,16,12,15,2,2,8,8,36,29,15,12,2,1,2,1,59,52,7,11,43,29,3,3,3,4,9,6,0,2,2,0,60,44,3,5,-1,-1,10,10,0,3,9,13,8,15,6,2,15,23,8,10,16,14,30,31,16,20,6,6,30,25,2,4,11,18,23,27,11,15,36,23,14,12,7,7,25,25,15,5,22,30,27,28,4,2,3,6,44,29,14,9,10,11,0,1,0,3,2,2,13,8,3,0,0,0,10,10,3,2,54,67,26,27,5,3,47,40,14,10,14,6,6,7,28,50,21,24,2,2,6,5,6,9,7,3,4,4,1,1,29,36,2,5,3,3,2,3,17,25,14,23,37,38,42,37,21,15,1,4,1,7,7,9,2,2,6,1,18,19,32,31,3,3,20,23,14,9,17,22,2,6,1,3,3,5,40,40,2,4
닐라,895,97,98,14,11,4,2,7,8,5,4,3,5,11,13,0,1,0,0,8,6,5,6,0,0,2,1,2,6,5,5,6,3,0,0,2,1,7,6,7,6,2,4,0,2,1,0,1,1,2,5,3,4,0,1,4,0,3,4,1,1,9,4,0,3,8,5,1,1,6,3,4,3,1,1,1,2,3,1,15,12,2,2,8,7,1,1,0,2,6,8,0,0,0,0,0,0,8,6,0,3,1,4,1,2,20,24,2,5,7,2,1,4,0,0,2,4,0,1,0,5,4,3,4,1,3,7,1,2,0,1,1,2,10,7,4,2,0,0,1,0,2,0,4,6,2,1,0,1,1,0,13,7,2,3,6,13,2,1,0,2,0,1,1,0,0,1,12,6,0,2,10,10,-1,-1,1,0,0,1,0,2,1,2,1,1,1,1,4,3,3,5,0,0,1,2,6,4,1,1,5,2,3,8,5,6,6,1,9,2,0,0,4,4,0,1,17,9,1,7,0,2,0,0,7,6,3,3,3,2,0,0,0,2,0,1,5,2,1,0,0,0,1,0,0,3,10,8,3,2,0,1,6,6,2,3,1,0,1,1,1,7,2,7,1,0,2,0,0,3,2,2,0,1,0,0,6,2,1,0,0,0,0,0,6,6,2,4,7,9,8,7,4,4,0,0,0,0,1,0,1,1,2,1,8,4,6,4,0,0,4,2,3,3,1,5,0,2,0,1,1,0,8,10,1,1
녹턴,56,30,22,1,2,0,0,3,1,4,1,1,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,1,0,0,1,1,1,1,3,0,0,0,1,0,1,1,0,0,2,1,2,1,5,3,1,0,2,2,0,0,0,1,4,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,3,6,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0,0,0,1,3,1,0,1,1,0,0,3,1,1,3,0,2,0,0,1,0,1,3,0,3,3,4,0,0,0,1,0,0,0,0,1,0,4,1,0,0,3,0,0,1,-1,-1,2,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,2,0,0,1,1,0,3,1,0,0,0,0,1,2,1,0,2,1,2,0,1,0,0,0,0,3,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,4,3,1,0,1,3,4,0,3,0,1,0,0,5,3,0,0,0,0,1,0,1,0,0,1,2,0,0,0,2,0,2,1,0,0,0,0,1,2,1,0,1,1,2,2,1,2,0,0,1,0,1,0,0,3,1,0,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
누누와 윌럼프,20,96,111,14,24,1,0,3,6,3,1,2,5,6,6,1,3,0,1,7,10,1,4,0,0,4,1,6,5,3,7,6,10,1,0,1,3,9,10,4,1,3,4,1,1,0,0,2,1,0,4,4,1,1,2,1,1,2,2,0,0,8,6,1,0,5,9,0,1,6,10,2,5,1,2,3,2,6,1,12,16,1,0,10,8,3,2,0,2,6,7,0,0,0,0,1,2,2,5,2,0,3,5,3,5,11,21,4,7,3,4,4,7,1,0,1,4,1,1,1,4,9,7,4,1,8,10,1,2,1,0,2,4,9,12,3,7,2,1,1,0,2,1,9,5,2,1,0,2,0,0,8,9,0,2,5,3,0,1,0,0,2,1,0,0,1,1,11,9,0,0,13,9,1,0,0,2,-1,-1,0,0,1,2,6,4,3,2,2,4,4,2,1,5,3,0,5,4,1,1,0,2,3,9,6,4,7,4,2,2,0,3,3,3,0,1,6,10,3,7,1,0,2,0,9,13,1,2,1,1,0,1,1,1,3,1,1,4,0,0,0,0,2,2,1,1,8,11,6,8,1,1,9,5,6,2,1,1,1,0,5,16,6,6,1,0,2,1,3,1,2,2,3,0,2,0,11,15,2,0,0,2,1,0,5,3,1,3,6,5,3,8,2,2,0,1,0,1,3,1,2,1,2,2,2,1,10,4,1,1,6,4,2,5,1,0,2,2,0,1,0,1,3,4,0,0
올라프,2,104,97,17,11,0,2,6,11,2,1,1,3,6,12,1,0,1,1,5,6,6,5,0,0,2,3,2,4,4,0,4,5,1,2,2,2,4,8,4,7,2,2,1,3,0,0,2,1,0,3,6,5,1,1,0,1,5,3,0,0,9,7,1,3,5,4,3,0,4,5,5,6,1,0,3,5,4,5,13,20,0,0,4,1,1,0,2,1,8,8,0,0,3,0,2,0,3,2,0,2,0,1,1,2,18,24,4,5,4,5,4,3,2,0,1,2,0,1,1,2,2,4,1,2,5,5,0,1,0,0,1,5,7,8,0,4,1,2,2,0,5,1,5,4,3,5,0,0,0,0,9,7,4,0,9,11,1,1,0,1,2,0,0,0,1,0,13,9,0,1,15,8,2,0,0,0,0,0,-1,-1,1,2,4,3,6,1,0,2,7,3,3,3,2,1,4,5,2,0,3,2,3,6,7,2,12,8,2,5,1,2,3,5,0,1,9,7,8,7,1,0,4,0,9,6,1,2,1,4,0,1,0,1,0,0,2,5,0,0,1,0,1,2,1,0,13,8,7,0,2,1,9,4,2,8,3,2,1,1,7,10,6,2,1,0,1,3,3,3,1,1,1,4,1,1,10,3,1,1,1,1,0,0,3,1,1,5,13,4,8,9,3,0,0,1,1,2,0,0,1,0,3,1,6,1,11,7,0,0,6,2,2,1,3,2,3,2,3,1,0,1,5,11,1,0
오리아나,61,76,70,5,11,0,0,10,5,3,2,0,4,5,7,1,0,0,0,3,9,0,3,0,0,1,4,1,0,8,2,3,4,0,0,3,1,6,3,6,2,1,1,0,1,0,0,2,2,1,1,3,5,0,0,4,2,2,3,0,0,7,6,2,2,3,2,1,0,1,4,6,4,0,0,3,2,1,2,6,12,2,1,2,1,1,3,0,0,5,2,0,0,0,0,1,1,6,4,0,3,3,3,1,3,11,9,7,3,4,3,5,1,1,1,0,2,0,0,1,0,2,2,0,2,5,9,1,0,2,0,1,2,9,7,1,4,0,0,0,0,2,0,3,6,3,2,1,0,0,0,10,5,0,0,8,4,0,1,1,0,0,0,0,0,1,2,12,9,1,0,2,6,2,1,0,2,2,1,2,1,-1,-1,3,3,2,1,2,0,2,2,2,3,1,0,0,3,1,1,3,1,3,4,3,7,4,1,6,1,0,2,3,5,2,4,5,5,0,3,1,1,1,0,5,5,1,2,1,2,0,0,0,1,3,0,1,2,0,1,0,0,1,0,0,1,9,8,2,3,2,0,11,3,5,1,2,1,0,2,9,5,3,4,0,0,0,0,0,4,2,2,3,2,0,0,6,5,2,0,1,0,1,0,3,3,1,3,7,3,9,1,4,2,0,0,1,0,0,1,0,2,1,1,1,2,3,7,0,0,5,2,1,0,0,1,0,1,0,1,1,0,10,7,0,0
오른,516,202,181,17,18,3,3,13,8,12,6,7,6,15,14,0,2,0,1,18,12,15,4,0,0,9,6,6,4,1,6,9,12,0,1,3,8,27,9,10,11,5,1,1,0,0,1,2,4,1,3,5,7,1,0,6,7,6,4,0,1,20,12,4,2,6,7,2,1,15,10,10,7,1,0,4,5,10,6,23,23,3,1,13,12,1,5,2,0,7,5,1,0,1,1,1,1,7,3,4,2,8,6,3,5,37,48,9,11,12,5,3,5,0,3,3,1,1,1,2,3,4,1,1,2,11,14,1,0,1,0,8,2,19,13,14,7,5,8,2,0,3,3,14,7,6,4,2,0,0,1,22,17,1,4,22,16,4,2,0,0,2,1,0,4,2,1,15,22,3,1,23,15,1,1,0,1,4,6,3,4,3,3,-1,-1,2,3,4,1,12,14,4,7,5,2,8,8,0,3,6,5,11,12,8,6,31,36,7,3,4,4,9,9,2,3,11,7,12,23,1,5,1,3,18,16,3,3,4,3,0,0,0,0,0,0,3,7,0,0,0,0,3,3,2,2,30,31,6,13,3,4,23,17,12,4,5,0,0,1,10,11,8,5,6,3,0,0,2,0,4,3,4,4,1,1,8,14,3,7,3,1,1,0,7,7,5,5,11,8,11,9,5,2,1,1,2,1,2,3,1,1,2,3,8,5,12,13,1,1,6,4,6,8,11,3,0,1,2,2,3,0,12,11,1,0
판테온,80,91,106,23,13,2,0,5,9,0,4,1,5,7,9,0,2,0,0,9,5,5,5,0,0,4,3,7,4,2,2,1,5,0,0,0,2,9,14,4,7,1,1,0,1,0,0,2,2,3,2,0,8,1,1,0,3,0,1,0,0,11,7,1,1,3,3,0,1,5,5,2,2,2,0,1,5,4,10,13,9,2,1,6,9,2,0,2,0,4,7,0,0,0,1,1,3,2,7,1,1,1,3,2,4,19,23,4,7,7,8,2,5,0,1,1,2,0,0,0,1,3,4,1,0,8,8,1,0,0,1,5,3,11,15,5,8,1,2,0,1,5,0,4,4,3,2,0,2,0,0,6,8,0,2,7,7,1,2,0,1,2,0,0,0,2,0,6,8,0,0,10,8,1,1,0,1,2,3,1,6,1,2,3,2,-1,-1,2,2,6,7,2,1,1,0,3,2,1,1,3,0,2,7,5,2,5,5,5,2,3,3,5,8,1,0,5,8,3,5,0,2,1,0,6,10,2,2,2,2,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,3,10,6,5,5,1,0,9,10,1,3,3,3,1,2,3,8,5,2,2,2,2,3,0,1,3,2,1,4,0,1,3,4,0,1,0,1,0,2,6,6,10,6,8,9,6,6,3,0,0,0,0,0,0,2,3,0,1,0,4,3,4,11,0,1,6,4,3,1,2,3,1,0,0,0,0,0,10,7,0,1
뽀삐,78,142,135,27,15,2,1,14,11,2,6,8,2,11,12,2,0,0,0,10,10,7,8,0,0,5,8,7,2,2,3,6,5,1,1,7,3,11,14,10,6,0,1,1,2,0,0,5,3,3,6,3,7,1,6,5,6,2,3,1,0,8,13,2,1,10,2,2,1,7,10,2,3,0,3,3,7,10,9,16,10,1,1,6,7,1,3,1,1,3,7,0,0,1,0,0,2,7,6,1,1,9,2,4,2,23,27,9,10,2,11,5,7,2,2,5,0,0,1,1,0,4,4,3,4,6,10,2,0,2,1,3,2,20,14,7,4,1,1,0,1,2,3,7,7,6,6,1,0,0,0,15,17,2,3,10,8,1,2,2,1,3,0,0,1,1,1,16,11,0,0,14,16,3,4,0,0,4,2,2,0,0,2,1,4,2,2,-1,-1,6,9,9,4,1,2,6,7,3,1,5,4,4,7,4,1,12,11,4,7,1,0,6,9,0,2,11,6,8,7,2,0,2,1,12,10,1,0,1,2,0,0,1,3,4,0,3,5,0,0,0,0,1,1,3,0,14,17,9,8,1,0,9,7,3,7,1,5,0,0,8,11,5,4,1,3,2,4,3,1,2,0,1,2,1,1,9,6,1,0,1,0,2,1,6,5,9,5,11,6,12,8,4,3,0,0,0,0,0,2,0,0,2,0,8,11,12,12,0,0,8,6,3,5,5,6,2,0,0,0,1,1,7,7,3,1
파이크,555,298,296,47,55,4,5,14,26,9,11,8,8,24,23,0,3,0,0,19,25,11,6,0,1,7,9,10,14,10,10,19,9,0,3,6,4,15,26,7,8,5,5,4,1,0,0,7,3,5,5,8,8,0,2,4,6,2,6,0,2,30,33,3,4,17,11,2,6,17,13,10,18,3,3,11,12,13,19,30,38,1,2,16,25,8,7,0,1,22,15,2,0,1,0,4,4,12,13,6,3,9,8,6,6,53,49,13,19,7,16,10,8,1,1,12,10,0,1,3,4,15,7,2,3,16,23,5,1,0,0,12,7,35,38,8,12,5,2,1,1,9,9,11,11,7,10,2,0,3,0,28,34,5,5,17,15,4,2,1,2,2,2,1,1,3,0,32,35,2,1,31,30,5,3,1,0,2,4,3,7,2,2,14,12,7,6,9,6,-1,-1,6,9,5,3,49,30,6,3,12,5,10,15,10,9,27,23,12,9,2,6,14,9,4,6,28,31,13,11,5,1,2,1,24,18,3,8,7,5,0,0,2,1,1,3,10,9,1,1,0,0,2,9,3,2,32,35,19,16,1,0,28,20,6,9,4,11,4,2,18,24,15,20,2,0,1,5,5,5,7,5,6,1,1,3,23,15,5,3,2,1,2,2,13,8,8,10,27,17,14,23,8,7,2,1,0,1,4,6,4,0,2,1,14,9,27,22,1,2,14,9,9,9,10,6,4,1,1,0,4,0,16,20,2,0
키아나,246,161,171,27,20,3,3,13,12,10,7,4,8,11,17,1,3,0,0,14,8,7,11,0,0,4,6,4,7,6,4,7,4,2,1,3,5,20,14,9,11,6,2,2,1,0,1,3,3,5,4,7,10,2,0,5,1,4,8,1,1,15,14,1,5,8,5,1,1,8,9,6,10,0,2,2,4,5,7,27,17,1,0,7,10,3,4,1,1,13,15,0,0,1,0,0,2,5,10,4,4,5,7,2,4,33,38,9,3,8,7,3,8,1,1,8,10,0,1,2,4,6,6,1,2,5,14,3,1,0,0,10,5,23,19,9,6,3,0,3,1,2,3,11,12,5,5,1,1,0,2,17,22,4,1,7,12,2,1,4,1,1,2,0,1,2,0,20,20,0,5,20,16,0,0,0,1,5,1,3,3,3,2,7,4,1,2,4,9,9,6,-1,-1,1,1,12,4,3,1,3,6,6,8,2,4,13,11,5,1,1,5,3,8,0,1,8,10,7,9,3,2,0,1,7,8,2,3,4,5,0,0,0,3,1,2,3,4,0,0,0,0,2,1,0,3,19,17,8,8,1,5,4,12,4,8,5,2,0,1,12,15,14,4,3,1,0,2,4,6,1,2,1,3,1,1,9,15,1,1,1,1,0,1,7,4,5,6,7,16,5,8,3,1,0,0,2,0,1,6,1,0,1,1,9,8,8,9,2,2,7,4,2,4,6,7,1,1,0,1,1,1,11,9,2,0
