championName,championId,Win,Lose,Banned,아트록스(승),아트록스(패),아트록스(밴),아리(승),아리(패),아리(밴),아칼리(승),아칼리(패),아칼리(밴),아크샨(승),아크샨(패),아크샨(밴),알리스타(승),알리스타(패),알리스타(밴),아무무(승),아무무(패),아무무(밴),애니비아(승),애니비아(패),애니비아(밴),애니(승),애니(패),애니(밴),아펠리오스(승),아펠리오스(패),아펠리오스(밴),애쉬(승),애쉬(패),애쉬(밴),아우렐리온 솔(승),아우렐리온 솔(패),아우렐리온 솔(밴),아지르(승),아지르(패),아지르(밴),바드(승),바드(패),바드(밴),벨베스(승),벨베스(패),벨베스(밴),블리츠크랭크(승),블리츠크랭크(패),블리츠크랭크(밴),브랜드(승),브랜드(패),브랜드(밴),브라움(승),브라움(패),브라움(밴),케이틀린(승),케이틀린(패),케이틀린(밴),카밀(승),카밀(패),카밀(밴),카시오페아(승),카시오페아(패),카시오페아(밴),초가스(승),초가스(패),초가스(밴),코르키(승),코르키(패),코르키(밴),다리우스(승),다리우스(패),다리우스(밴),다이애나(승),다이애나(패),다이애나(밴),드레이븐(승),드레이븐(패),드레이븐(밴),문도 박사(승),문도 박사(패),문도 박사(밴),에코(승),에코(패),에코(밴),엘리스(승),엘리스(패),엘리스(밴),이블린(승),이블린(패),이블린(밴),이즈리얼(승),이즈리얼(패),이즈리얼(밴),피들스틱(승),피들스틱(패),피들스틱(밴),피오라(승),피오라(패),피오라(밴),피즈(승),피즈(패),피즈(밴),갈리오(승),갈리오(패),갈리오(밴),갱플랭크(승),갱플랭크(패),갱플랭크(밴),가렌(승),가렌(패),가렌(밴),나르(승),나르(패),나르(밴),그라가스(승),그라가스(패),그라가스(밴),그레이브즈(승),그레이브즈(패),그레이브즈(밴),그웬(승),그웬(패),그웬(밴),헤카림(승),헤카림(패),헤카림(밴),하이머딩거(승),하이머딩거(패),하이머딩거(밴),일라오이(승),일라오이(패),일라오이(밴),이렐리아(승),이렐리아(패),이렐리아(밴),아이번(승),아이번(패),아이번(밴),잔나(승),잔나(패),잔나(밴),자르반 4세(승),자르반 4세(패),자르반 4세(밴),잭스(승),잭스(패),잭스(밴),제이스(승),제이스(패),제이스(밴),진(승),진(패),진(밴),징크스(승),징크스(패),징크스(밴),카이사(승),카이사(패),카이사(밴),칼리스타(승),칼리스타(패),칼리스타(밴),카르마(승),카르마(패),카르마(밴),카서스(승),카서스(패),카서스(밴),카사딘(승),카사딘(패),카사딘(밴),카타리나(승),카타리나(패),카타리나(밴),케일(승),케일(패),케일(밴),케인(승),케인(패),케인(밴),케넨(승),케넨(패),케넨(밴),카직스(승),카직스(패),카직스(밴),킨드레드(승),킨드레드(패),킨드레드(밴),클레드(승),클레드(패),클레드(밴),코그모(승),코그모(패),코그모(밴),르블랑(승),르블랑(패),르블랑(밴),리 신(승),리 신(패),리 신(밴),레오나(승),레오나(패),레오나(밴),릴리아(승),릴리아(패),릴리아(밴),리산드라(승),리산드라(패),리산드라(밴),루시안(승),루시안(패),루시안(밴),룰루(승),룰루(패),룰루(밴),럭스(승),럭스(패),럭스(밴),말파이트(승),말파이트(패),말파이트(밴),말자하(승),말자하(패),말자하(밴),마오카이(승),마오카이(패),마오카이(밴),마스터 이(승),마스터 이(패),마스터 이(밴),미스포츈(승),미스포츈(패),미스포츈(밴),오공(승),오공(패),오공(밴),모데카이저(승),모데카이저(패),모데카이저(밴),모르가나(승),모르가나(패),모르가나(밴),나미(승),나미(패),나미(밴),나서스(승),나서스(패),나서스(밴),노틸러스(승),노틸러스(패),노틸러스(밴),니코(승),니코(패),니코(밴),니달리(승),니달리(패),니달리(밴),닐라(승),닐라(패),닐라(밴),녹턴(승),녹턴(패),녹턴(밴),누누와 윌럼프(승),누누와 윌럼프(패),누누와 윌럼프(밴),올라프(승),올라프(패),올라프(밴),오리아나(승),오리아나(패),오리아나(밴),오른(승),오른(패),오른(밴),판테온(승),판테온(패),판테온(밴),뽀삐(승),뽀삐(패),뽀삐(밴),파이크(승),파이크(패),파이크(밴),키아나(승),키아나(패),키아나(밴),퀸(승),퀸(패),퀸(밴),라칸(승),라칸(패),라칸(밴),람머스(승),람머스(패),람머스(밴),렉사이(승),렉사이(패),렉사이(밴),렐(승),렐(패),렐(밴),레타나 글라스크(승),레타나 글라스크(패),레타나 글라스크(밴),레넥톤(승),레넥톤(패),레넥톤(밴),렝가(승),렝가(패),렝가(밴),리븐(승),리븐(패),리븐(밴),럼블(승),럼블(패),럼블(밴),라이즈(승),라이즈(패),라이즈(밴),사미라(승),사미라(패),사미라(밴),세주아니(승),세주아니(패),세주아니(밴),세나(승),세나(패),세나(밴),세라핀(승),세라핀(패),세라핀(밴),세트(승),세트(패),세트(밴),샤코(승),샤코(패),샤코(밴),쉔(승),쉔(패),쉔(밴),쉬바나(승),쉬바나(패),쉬바나(밴),신지드(승),신지드(패),신지드(밴),사이온(승),사이온(패),사이온(밴),시비르(승),시비르(패),시비르(밴),스카너(승),스카너(패),스카너(밴),소나(승),소나(패),소나(밴),소라카(승),소라카(패),소라카(밴),스웨인(승),스웨인(패),스웨인(밴),사일러스(승),사일러스(패),사일러스(밴),신드라(승),신드라(패),신드라(밴),탐 켄치(승),탐 켄치(패),탐 켄치(밴),탈리야(승),탈리야(패),탈리야(밴),탈론(승),탈론(패),탈론(밴),타릭(승),타릭(패),타릭(밴),티모(승),티모(패),티모(밴),쓰레쉬(승),쓰레쉬(패),쓰레쉬(밴),트리스타나(승),트리스타나(패),트리스타나(밴),트런들(승),트런들(패),트런들(밴),트린다미어(승),트린다미어(패),트린다미어(밴),트위스티드 페이트(승),트위스티드 페이트(패),트위스티드 페이트(밴),트위치(승),트위치(패),트위치(밴),우디르(승),우디르(패),우디르(밴),우르곳(승),우르곳(패),우르곳(밴),바루스(승),바루스(패),바루스(밴),베인(승),베인(패),베인(밴),베이가(승),베이가(패),베이가(밴),벨코즈(승),벨코즈(패),벨코즈(밴),벡스(승),벡스(패),벡스(밴),바이(승),바이(패),바이(밴),비에고(승),비에고(패),비에고(밴),빅토르(승),빅토르(패),빅토르(밴),블라디미르(승),블라디미르(패),블라디미르(밴),볼리베어(승),볼리베어(패),볼리베어(밴),워윅(승),워윅(패),워윅(밴),자야(승),자야(패),자야(밴),제라스(승),제라스(패),제라스(밴),신 짜오(승),신 짜오(패),신 짜오(밴),야스오(승),야스오(패),야스오(밴),요네(승),요네(패),요네(밴),요릭(승),요릭(패),요릭(밴),유미(승),유미(패),유미(밴),자크(승),자크(패),자크(밴),제드(승),제드(패),제드(밴),제리(승),제리(패),제리(밴),직스(승),직스(패),직스(밴),질리언(승),질리언(패),질리언(밴),조이(승),조이(패),조이(밴),자이라(승),자이라(패),자이라(밴)
헤카림,120,322,320,1172,44,43,506,6,8,3,34,33,31,6,9,72,8,13,30,26,23,174,0,2,5,3,1,1,28,32,8,10,12,14,0,0,1,11,20,31,10,9,0,2,0,71,10,10,82,1,3,5,8,8,2,25,36,288,8,16,15,8,11,10,0,1,2,1,0,0,2,4,50,0,2,5,13,9,429,2,2,7,2,2,8,0,0,41,0,0,0,31,27,20,4,3,36,22,19,258,6,1,22,25,20,37,19,13,106,1,3,5,14,12,3,14,15,8,1,1,316,2,6,12,-1,-1,-1,6,2,39,1,1,2,11,8,94,0,0,4,1,1,3,0,0,2,10,11,121,6,2,11,14,10,2,11,12,0,54,48,46,19,12,266,25,30,82,4,2,150,2,0,3,6,9,89,0,0,0,0,0,13,16,13,37,0,0,4,0,0,296,1,2,5,0,1,0,10,7,311,4,0,71,16,15,13,0,0,2,1,2,1,5,11,6,20,16,33,8,8,0,0,2,1,0,0,0,17,25,47,0,0,15,22,28,103,0,0,8,1,0,0,3,4,13,2,2,0,2,2,0,24,28,127,3,2,0,2,0,488,4,7,89,0,0,0,4,2,43,1,5,4,7,3,11,11,11,8,1,1,4,4,6,29,12,12,591,0,6,44,3,5,2,20,19,8,1,0,19,0,0,89,19,7,11,7,10,73,15,17,104,2,6,41,4,1,11,17,16,50,6,4,0,15,13,187,14,16,19,2,4,1,4,5,1,17,15,26,1,3,68,10,8,8,0,0,0,2,1,5,1,4,0,8,12,49,0,0,1,0,1,1,6,7,1,1,3,3,46,43,190,18,20,83,3,2,0,16,14,238,1,2,45,5,3,5,2,0,7,28,21,36,17,10,4,0,0,5,5,4,9,4,4,8,5,5,8,3,5,30,1,1,3,28,17,57,2,8,16,3,3,1,2,3,1,13,13,73,0,0,10,2,1,6,30,26,48,10,11,21,0,0,0,2,1,1,6,2,1,3,1,5,0,0,0,4,8,60,12,13,65,1,0,0,22,27,190,4,2,15,5,2,281,0,3,1,3,1,2,6,1,2,21,26,207,2,2,4
하이머딩거,74,90,108,204,12,21,97,0,1,1,9,5,4,1,5,14,1,4,5,1,1,26,0,0,0,0,0,1,4,3,1,8,3,2,0,0,0,3,2,7,0,0,1,4,4,13,0,1,17,0,0,0,1,0,0,9,21,48,4,3,2,0,1,1,0,0,0,0,0,0,2,4,4,1,2,3,1,1,68,1,1,1,1,3,3,0,0,5,0,0,1,7,11,4,2,0,5,3,3,55,1,0,6,3,1,11,5,5,24,2,3,1,1,1,0,2,4,1,13,17,46,1,2,1,6,2,39,-1,-1,-1,0,0,0,3,11,19,0,1,0,1,0,0,2,1,0,3,6,20,1,1,3,11,4,0,1,0,0,11,7,1,2,2,37,1,3,8,3,3,32,1,0,1,2,1,19,0,0,0,0,5,3,3,3,4,2,2,0,9,13,68,3,4,3,0,0,0,3,3,66,11,17,11,2,2,1,0,3,0,0,0,0,0,3,2,2,0,3,0,2,0,1,0,1,0,0,1,7,7,6,2,1,0,4,7,14,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,2,3,28,0,0,0,12,9,95,0,2,30,0,0,0,0,3,9,5,0,0,1,0,2,4,4,0,0,1,1,2,0,6,2,4,90,5,0,7,0,0,2,2,1,1,0,0,3,3,2,20,4,1,1,1,0,11,6,9,25,0,6,11,0,1,1,2,2,13,0,3,1,2,0,24,1,4,1,4,4,1,0,0,0,6,12,6,3,1,14,2,1,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,1,1,0,0,0,1,0,7,12,37,1,5,20,0,0,0,5,4,38,2,2,8,0,0,3,2,3,0,1,2,4,2,3,1,1,0,0,4,0,2,1,2,2,1,0,1,0,4,5,0,0,0,5,8,3,0,1,4,1,1,0,1,0,1,4,4,16,3,2,1,7,7,2,6,7,6,2,2,3,0,0,0,0,1,0,2,2,0,0,3,0,1,2,0,1,5,8,12,12,16,1,1,0,1,2,31,1,0,2,1,4,48,1,1,0,1,1,0,0,2,2,7,5,50,0,0,0
일라오이,420,42,33,28,1,0,9,0,0,1,0,3,2,0,1,3,0,2,1,4,4,5,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,2,2,2,2,1,0,0,0,2,0,1,1,8,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,1,5,0,2,0,10,0,0,0,1,0,1,1,0,0,0,0,0,2,2,1,0,0,1,0,0,3,1,2,0,5,1,0,0,0,2,0,0,1,0,0,0,1,0,0,3,4,8,1,0,0,1,1,2,0,0,0,-1,-1,-1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,3,1,0,2,1,0,11,4,0,2,2,4,1,1,0,1,0,4,0,0,0,0,1,2,0,0,0,1,2,2,0,0,1,1,0,0,3,4,6,0,0,0,0,0,0,1,0,9,5,3,4,3,0,1,1,1,0,0,0,0,1,2,2,1,2,0,0,2,0,0,0,0,0,0,0,1,1,2,2,0,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,4,1,0,0,7,3,10,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,17,2,1,0,0,0,0,4,1,0,0,0,0,1,1,5,0,3,0,3,1,3,0,1,6,0,0,0,0,0,0,1,3,3,0,0,0,1,3,8,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,2,0,0,0,6,3,5,3,1,0,1,0,0,0,0,0,4,1,0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,1,2,1,0,0,0,0,0,0,0,3,1,4,0,0,0,4,2,0,5,1,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,1,2,2,0,0,0,0,6,2,3,0,1,2,1,2,6,0,0,0,1,0,0,0,2,0,2,2,4,0,0,0
이렐리아,39,325,308,534,23,11,203,2,2,3,15,13,15,5,8,33,13,18,16,20,10,96,2,0,2,0,0,0,23,25,1,19,17,10,0,0,1,9,6,7,8,12,1,6,10,29,15,13,65,1,0,0,5,6,0,21,32,135,8,9,3,3,3,6,5,2,1,0,0,0,2,5,21,16,10,1,15,10,169,1,1,4,11,12,1,10,14,28,2,0,2,16,24,17,11,11,15,7,7,104,1,1,13,9,12,14,5,2,29,0,2,7,3,3,0,13,10,5,27,18,133,4,7,2,11,8,94,3,11,19,1,0,3,-1,-1,-1,2,0,3,2,2,1,1,0,0,12,7,35,0,2,1,17,15,1,8,4,0,63,63,26,19,17,115,19,23,43,18,21,83,2,0,5,2,6,53,0,0,0,2,2,10,10,10,7,4,2,1,13,11,128,2,1,1,0,1,0,5,4,145,23,22,40,16,10,13,10,7,2,2,0,0,3,5,7,11,15,28,10,8,0,0,1,4,0,3,0,21,28,25,4,3,18,27,17,70,0,0,2,3,0,0,3,1,11,1,1,0,1,1,0,33,28,66,1,1,2,59,51,247,10,3,55,0,0,8,7,11,10,2,3,2,4,2,7,4,8,6,4,8,1,4,6,19,11,17,270,3,6,16,3,2,5,21,19,3,3,3,15,7,3,44,19,6,6,10,11,35,12,12,45,2,4,18,4,0,4,7,6,26,3,4,0,25,17,103,17,11,6,5,4,1,3,6,1,11,20,12,1,7,35,4,2,4,0,1,1,0,1,2,0,1,0,7,3,17,0,0,0,0,1,0,5,5,0,3,2,1,18,18,86,8,11,43,2,3,1,35,30,109,8,5,21,12,7,1,2,6,6,26,25,18,9,11,4,1,1,4,0,2,4,6,2,1,2,3,3,2,6,13,1,2,0,23,20,18,3,1,6,5,2,1,1,0,1,12,3,69,6,5,7,18,20,5,10,11,34,3,5,6,0,0,0,2,2,1,5,3,3,3,1,7,1,1,0,6,8,20,11,13,20,1,0,2,10,10,101,5,3,7,5,3,123,2,3,1,1,2,0,1,0,0,11,8,93,2,3,1
아이번,427,13,27,10,0,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,3,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,0,1,6,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,2,0,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,1,0,2,0,3,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,2,2,2,1,1,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,3,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,1,0,0,4,0,3,3,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
잔나,40,31,39,10,6,6,6,0,0,0,0,2,0,1,1,2,0,0,1,0,0,2,0,0,1,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1,4,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,4,0,0,0,1,3,1,1,0,0,0,0,0,2,9,0,1,1,0,2,4,2,0,0,0,2,4,0,1,2,1,0,0,0,0,3,0,0,0,0,6,4,2,0,0,0,1,1,3,1,0,0,0,1,0,2,2,1,0,0,0,-1,-1,-1,0,0,0,1,0,1,1,0,0,3,1,0,3,0,0,7,1,2,0,0,2,0,0,0,2,2,1,0,0,0,1,3,0,0,0,0,0,0,1,0,3,1,1,0,0,1,2,1,0,1,0,0,0,0,2,3,3,1,3,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,4,8,1,1,0,0,1,0,0,2,0,1,1,0,2,3,0,1,0,0,0,0,0,0,2,0,0,0,3,4,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,6,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,2,0,0,0,0,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,5,2,1,0,0,0,0,0,2,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0
자르반 4세,59,45,54,6,7,13,2,1,0,0,3,8,0,1,2,1,0,2,1,2,1,1,1,0,0,0,0,0,5,7,0,1,1,1,0,0,0,1,3,0,2,2,0,1,1,0,2,1,0,0,2,0,0,2,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,2,3,0,1,0,0,4,2,1,1,2,0,0,0,1,2,2,1,1,3,0,1,1,2,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,4,0,0,0,0,1,1,2,0,4,1,0,6,13,1,2,1,1,2,1,2,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,3,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,6,1,1,4,0,0,1,0,1,0,0,3,2,0,0,0,1,7,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,5,0,2,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,4,5,2,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,3,3,0,0,4,0,3,3,4,1,2,0,2,0,2,3,5,0,0,2,0,5,2,1,0,1,0,2,1,0,0,0,0,1,4,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,8,3,0,2,4,1,0,0,0,0,3,3,2,0,0,0,1,1,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,5,4,0,3,2,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,1,4,2,0,1,0,3,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
잭스,24,276,251,645,0,2,226,5,2,1,13,14,17,5,5,38,12,10,20,16,21,99,1,0,3,0,0,1,17,17,6,18,10,4,0,0,0,7,13,20,11,9,1,5,7,35,11,13,46,1,2,0,7,4,0,18,20,149,2,1,6,2,6,2,2,1,1,1,0,0,1,1,19,5,6,3,11,10,268,2,0,0,10,9,1,7,4,16,1,0,0,27,21,16,3,4,15,0,1,100,5,3,10,15,11,25,0,1,29,0,0,7,0,0,1,9,2,5,43,33,180,1,0,5,10,11,121,3,6,20,0,0,6,12,7,35,1,0,0,1,0,1,4,0,0,-1,-1,-1,0,2,3,14,13,1,8,5,1,58,45,15,21,12,175,17,23,63,13,10,102,1,0,0,6,2,52,0,0,1,6,5,10,0,4,10,0,0,2,22,15,195,0,0,5,0,3,1,7,9,220,31,22,42,9,11,3,8,4,0,1,0,1,3,3,3,15,14,18,3,8,0,0,0,3,1,1,0,17,20,25,1,2,9,24,14,72,1,3,3,0,0,0,4,1,3,1,0,0,0,0,1,26,18,79,0,2,0,21,26,301,2,4,51,0,0,2,6,4,9,1,1,5,2,2,5,0,2,1,6,3,0,5,4,29,19,9,356,7,9,25,0,0,4,12,6,2,1,3,12,6,4,91,11,18,7,11,5,37,1,1,65,2,2,19,0,0,5,13,11,24,6,2,0,13,20,127,7,3,8,1,3,0,1,1,0,7,6,13,1,0,35,0,2,2,0,0,0,2,2,1,2,0,0,7,12,32,1,0,0,0,0,1,8,6,1,4,1,1,32,19,107,19,13,42,0,3,1,19,23,143,6,8,30,5,5,4,0,0,2,24,17,21,9,6,3,0,1,1,4,0,5,5,5,1,4,3,1,0,2,8,1,1,0,21,16,33,1,2,11,1,4,2,0,2,1,5,7,72,11,7,4,20,16,4,23,20,35,4,6,9,0,1,0,3,0,1,3,3,1,2,4,0,0,4,0,3,4,30,9,13,32,0,0,0,6,15,126,6,5,9,6,15,152,0,2,1,3,0,1,2,2,0,18,20,127,0,0,0
제이스,126,89,76,49,3,0,19,2,0,0,5,3,1,1,0,4,3,3,3,4,2,9,1,1,0,2,0,0,11,8,0,4,5,0,0,0,0,3,2,2,3,2,0,0,2,4,3,2,4,0,2,0,0,0,0,6,6,14,1,0,0,5,2,0,0,1,0,0,0,0,0,0,1,3,1,1,3,4,18,0,1,1,4,2,0,6,3,2,0,0,0,4,6,1,1,1,1,0,0,5,0,2,2,2,2,1,2,0,7,0,0,0,0,0,0,3,4,1,6,9,10,0,0,0,6,2,11,1,1,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,2,3,-1,-1,-1,4,6,0,2,1,0,15,12,3,2,3,10,3,8,5,5,3,5,2,0,0,3,2,5,0,0,0,2,2,1,0,0,0,1,1,0,6,4,16,0,0,0,0,0,0,5,3,18,11,8,3,4,2,0,0,4,0,1,0,1,3,3,1,7,5,0,3,2,0,0,0,0,1,0,0,8,4,3,2,1,0,5,7,3,0,1,0,0,0,1,1,1,0,1,2,0,1,0,0,11,11,8,1,0,0,11,6,26,4,2,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,2,7,3,27,2,0,2,0,0,1,0,4,0,0,1,1,2,3,4,6,5,1,4,3,3,2,0,6,0,0,5,0,0,0,2,2,1,0,2,0,4,8,12,1,2,1,2,0,0,0,1,0,6,4,1,2,3,4,1,1,0,0,0,0,2,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,0,0,2,0,0,7,6,10,2,2,6,2,1,0,7,4,14,1,3,1,1,0,0,0,1,0,3,3,1,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,3,0,0,0,8,1,5,2,1,0,1,1,0,1,0,0,6,4,2,2,4,0,8,7,2,2,6,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,4,0,2,5,7,2,0,0,0,5,1,11,1,3,0,3,2,11,0,0,0,2,1,0,0,0,0,2,4,9,1,0,0
진,202,226,227,5,40,41,1,2,1,0,21,23,0,8,8,0,9,4,0,6,7,3,1,7,0,1,0,0,0,0,0,12,9,1,0,0,0,6,7,0,13,15,0,8,3,0,6,8,2,3,6,0,1,1,0,0,0,1,10,9,0,3,2,0,1,0,0,0,0,0,3,1,1,4,8,0,0,0,0,6,1,0,4,6,0,6,3,0,0,1,0,0,0,0,6,8,0,8,14,1,0,1,0,16,12,0,12,11,0,1,2,0,6,4,1,15,15,0,38,22,0,2,2,0,14,10,2,11,4,0,3,1,0,17,15,1,1,1,0,3,1,0,1,2,0,14,13,1,4,6,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,33,34,0,11,7,1,2,1,0,3,4,1,0,0,0,1,4,0,6,6,0,5,2,0,19,18,0,4,1,0,0,0,0,7,4,0,17,29,2,16,13,0,4,2,0,0,2,0,0,0,0,6,11,0,5,5,0,1,1,0,0,1,0,18,18,0,4,0,1,1,1,1,0,1,1,1,1,0,2,2,1,3,1,0,0,2,0,14,18,0,1,0,0,36,31,1,0,0,0,1,0,0,6,3,0,3,3,0,4,1,0,8,9,0,3,6,0,4,8,1,7,8,3,7,13,0,3,2,0,6,7,0,2,3,0,1,7,1,6,4,0,4,5,0,13,14,0,4,3,0,2,2,0,6,20,0,3,3,0,0,0,0,15,10,0,2,3,0,1,1,0,11,13,0,4,5,0,6,1,0,0,0,0,3,3,0,2,1,0,0,0,1,0,1,0,0,0,0,5,2,0,4,2,0,21,19,1,14,16,0,1,0,0,9,19,0,9,3,0,5,1,0,2,0,0,2,1,0,1,2,0,1,1,0,3,3,0,4,7,0,0,0,1,3,4,1,0,1,0,1,0,0,1,2,0,0,0,0,2,1,0,8,8,1,5,8,0,13,20,0,18,15,0,7,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,7,8,0,15,14,0,0,0,0,13,12,1,3,6,0,4,6,2,0,0,0,1,0,0,2,4,0,7,13,1,4,4,0
